,puuid,match_id
39,Mtiy5xQq2B08E8UKrWt_AcHemRq40W5xJQKfC6wIONGMCJHXRQ380TPlx115FKjSDG3xWsKBPrk-8g,NA1_3249437078
40,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250256316
41,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250215699
42,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250212716
43,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250149442
44,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250152893
45,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250135686
46,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250120334
47,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3250072791
48,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3249443110
49,VJQMuXGE5493waSe6PFxLrn2zPrQfMAi7ZDTBMwU7rXt3rlGuaqkTRd-RD2eujFNxpE1LBNjYGZ3ug,NA1_3249408423
50,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3250484468
51,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3250461860
52,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3250397520
53,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3250394218
54,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3250390717
55,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3249192009
56,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3249164742
57,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3249099285
58,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3249093504
59,vufERsZYvVzZKQzIUtxTyChDrvHePm6UjkOn1FmYTgSU1irJoAM041mpOqtURo15b9mB8P7oJm6owA,NA1_3249018645
60,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249840104
61,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249820794
62,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249496443
63,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249524120
64,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249503452
65,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249511819
66,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249482298
67,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249440751
68,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249413893
69,9Hido7hDNW_eDisdXh5TAkyNvU1jIo_rIddx2pfH5ewKH9ICSpn9a9xI5XZqrO1f_dGlnp0QwQiH3A,NA1_3249099285
70,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250477014
71,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250493151
72,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250183077
73,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250136486
74,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250120334
75,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250045963
76,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3250030150
77,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3249975090
78,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3249929063
79,-hf2mVWwWJCDuEIEKDi7qvUxNm3mhCrvSUMbH04jcHM--27_erroAjIfQ05pQWvVJ4rchq_RgkJy3g,NA1_3249923792
80,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3250076392
81,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3250023749
82,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249975090
83,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249929063
84,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249923792
85,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249886793
86,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249873463
87,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249840104
88,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249307139
89,kMLfIuyq2khqQZFUguhS_L1klxsAY3ykX9XdV2ladjr3mhqPZpbO_YAbF5Riqo9lmApRwUbdrbSfBQ,NA1_3249311013
90,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249547772
91,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249583268
92,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249463675
93,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249451990
94,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249417157
95,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249366486
96,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249372062
97,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249307139
98,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249311013
99,C-jDtFtdwZVxZwHwZ0sBpGEaUjUUCIsxBLqD8mcM91_GlXdnZ8i1hlH3V1sdd_Zuqn1dJmq9Z3c2IA,NA1_3249293985
100,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249835690
101,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249820794
102,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249766607
103,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249733501
104,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249669510
105,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249684144
106,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249649226
107,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249626838
108,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249650989
109,bcq6htmng0e8fcw7hHAqNz5rHRx5kyzNCb-daI2jT_YsWZHJVk3H8revFpytWyHg2Fgfq_vSSKkcag,NA1_3249610463
110,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250431882
111,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250349011
112,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250346789
113,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250364199
114,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250333762
115,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250323581
116,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250295085
117,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250265846
118,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250292795
119,PR-tTH2hZ3EJ5je8hFBvwWuvb19Fw7jdfjlGwx63rDH-eWl3cPIEvzpTTitVcba7MY37DJ88gWxXkw,NA1_3250219306
120,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250236723
121,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250214403
122,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250210983
123,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250147982
124,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250160166
125,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250122684
126,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250067786
127,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250061366
128,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250014980
129,HvqMCayb_FVK2VAQQmH3lG4RYAoNxSUqSi4lBZqgcMumnVXNMCPzVueDMhv87Ng7icfEOHrNZtXdFw,NA1_3250010006
130,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3250307479
131,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3250287091
132,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3250314464
133,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3250284924
134,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3249601294
135,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3249576479
136,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3249564612
137,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3249553295
138,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3249570967
139,TRGX_CKmX4fYe3cfBXBKfYrO3JgjFDzJOtkNrECULtewSunsjnBujcf0f18m6KZzGfLWNdQr_7-Gog,NA1_3249537806
140,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250342082
141,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250350545
142,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250299261
143,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250307479
144,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250297217
145,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250268172
146,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250314011
147,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250284376
148,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250292795
149,z5x-i1hcfcYRKVvIeCBcc3hI4r_HjD3hxDSx84yiYI7vJxdbXGRx5qC4i9evWTvJBdVGo8xZZ2LQcg,NA1_3250300260
150,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250497068
151,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250215699
152,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250221452
153,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250149442
154,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250152893
155,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250135686
156,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250120334
157,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250045963
158,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3250008691
159,LS2efMe_oz99b1tturAfmz6bzvem8Xm6BWm0sKx6NrNVBNDQN6WZ1L_SLE-eBymoqP8QGcUxJtpCAg,NA1_3249982891
160,LqSCTu0mjdA9A4sKpM8-Itx50G1eTRGgQtfx-qq-eGquzjdUyqTTf1oFbXw9QdR1EGTdn2vwpxtlsg,NA1_3250067786
161,LqSCTu0mjdA9A4sKpM8-Itx50G1eTRGgQtfx-qq-eGquzjdUyqTTf1oFbXw9QdR1EGTdn2vwpxtlsg,NA1_3250052728
